"","...1","Species","Colony","depth","Site","File","Time","DATE","TIME","PAR","Depth(m)","T(C)","Battery_V","Dark_Fo","Fm","Fv","fv_fm","Sigma","p","Alp1","Tau1","Alp2","Tau2","Alp3","Tau3","Alp4","Tau4","TauAv1","TauAv2","GAIN","Light_Fo","Fm.1","Fv.1","Fv_Fm.1","Sigma.1","p.1","Alp1.1","Tau1.1","Alp2.1","Tau2.1","Alp3.1","Tau3.1","Alp4.1","Tau4.1","TauAv1.1","TauAv2.1","Pmax.e.s"
"791",791,"Porites",2,45,"Jpn Gdn",20220714.01,"PM","7/14/2022",44751,371,23.3,24.7,15.52,912.3,1739.6,827.3,0.476,436.7,0.12,0.56,794,0.27,2685,0.18,50000,"--------","-------",1406,9999,0,1609.6,1887.7,278.2,0.147,218.3,0,0.356,1416,0.638,14871,0.006,50000,"--------","-------",10047,10278,99.5
"792",792,"Porites",2,45,"Jpn Gdn",20220714.01,"PM","7/14/2022",44760,418.7,23.3,24.6,15.52,912.4,1712.4,800,0.467,454.3,0.15,0.5,744,0.31,2111,0.19,50000,"--------","-------",1272,10535,0,1841.2,2072.3,231.1,0.112,270.3,0,0.298,1512,0.696,12964,0.006,50000,"--------","-------",9532,9762,104.9
"793",793,"Porites",2,45,"Jpn Gdn",20220714.01,"PM","7/14/2022",44770,537,23.3,24.7,15.52,915.1,1717.6,802.6,0.467,441.3,0.15,0.49,698,0.33,2154,0.18,50000,"--------","-------",1279,10051,0,1869.9,2079.5,209.6,0.101,258.1,0,0.282,1573,0.714,12168,0.004,50000,"--------","-------",9168,9342,109.1
"794",794,"Porites",2,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44780,741.5,23.3,24.7,15.51,634.8,1205.6,570.8,0.473,370.5,0.16,0.35,261,0.49,1643,0.16,50000,"--------","-------",1071,9074,0,1432.3,1624.5,192.2,0.118,222.7,0,0.348,1512,0.647,11454,0.005,50000,"--------","-------",7979,8175,125.3
"795",795,"Porites",3,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44801,519.1,23.2,24.6,15.51,991.9,1864.1,872.1,0.468,450,0.13,0.16,202,0.72,2471,0.12,125596,"--------","-------",2053,16566,0,1903.1,2118.3,215.2,0.102,294.5,0,0.317,1928,0.679,10144,0.004,50000,"--------","-------",7530,7687,132.8
"796",796,"Porites",3,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44809,363.4,23.2,24.6,15.51,1007.5,1912.7,905.2,0.473,455.9,0.14,0.62,994,0.22,4328,0.17,56645,"--------","-------",1856,10949,0,1926.7,2150.3,223.6,0.104,295.9,0,0.278,1623,0.717,12690,0.004,50000,"--------","-------",9596,9776,104.2
"797",797,"Porites",3,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44817,317.4,23.2,24.6,15.51,1054.6,1970.4,915.8,0.465,482.5,0.14,0.59,946,0.23,3306,0.18,58328,"--------","-------",1612,11716,0,1799.6,2098.5,298.9,0.142,279.9,0,0.362,1546,0.633,13326,0.005,50000,"--------","-------",9039,9262,110.6
"798",798,"Porites",3,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44825,484.1,23.2,24.7,15.5,1025.3,1889.3,864,0.457,469.2,0.17,0.59,972,0.24,3132,0.17,63279,"--------","-------",1606,11949,0,1999.4,2168.6,169.1,0.078,390.1,0.01,0.241,1702,0.756,9651,0.003,50000,"--------","-------",7726,7849,129.4
"799",799,"Porites",3,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44833,319.6,23.2,24.6,15.51,1118.2,2047.1,929,0.454,478.8,0.13,0.57,1058,0.25,3505,0.17,63359,"--------","-------",1812,12551,0,1899.5,2174.5,275.1,0.126,389.2,0,0.423,1675,0.572,11443,0.005,50000,"--------","-------",7293,7523,137.1
"800",800,"Stylophora",1,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44857,573.9,23.1,24.6,15.49,380,805.8,425.8,0.528,356.1,0.23,0.4,157,0.46,1718,0.14,50000,"--------","-------",987,8025,0,1064.9,1192.6,127.7,0.107,178.9,0,0.282,1365,0.713,14911,0.006,50000,"--------","-------",11072,11292,90.3
"801",801,"Stylophora",1,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44863,442.4,23.1,24.6,15.5,417.9,837.5,419.6,0.501,323.4,0.1,0.58,862,0.24,4031,0.18,50000,"--------","-------",1785,10452,0,953.3,1091.2,137.9,0.126,175.7,0.06,0.296,1392,0.697,16293,0.007,50000,"--------","-------",11851,12131,84.4
"802",802,"Stylophora",1,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44877,421.8,23.1,24.6,15.5,564.8,1173.7,608.9,0.519,454.8,0.16,0.44,390,0.42,2093,0.14,50000,"--------","-------",1219,8184,0,1346.4,1534,187.7,0.122,187,0,0.271,1329,0.723,15126,0.006,50000,"--------","-------",11370,11603,88
"803",803,"Stylophora",1,45,"Jpn Gdn",20220714.02,"PM","7/14/2022",44884,383.8,23.1,24.6,15.49,549.6,1103.3,553.7,0.502,389.2,0.07,0.69,956,0.17,6614,0.14,59218,"--------","-------",2093,9906,0,1231.4,1405.8,174.4,0.124,220.5,0.27,0.179,1307,0.764,14703,0.057,50000,"--------","-------",12166,14330,82.2
"804",804,"Stylophora",1,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",44894,759,23.1,24.6,15.49,348.7,707.8,359.1,0.507,337.4,0.25,0.37,163,0.48,1663,0.14,50000,"--------","-------",1008,7981,0,918.4,1032.2,113.8,0.11,175.4,0,0.294,1382,0.701,13040,0.005,50000,"--------","-------",9597,9795,104.2
"805",805,"Porites",4,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",44911,531.3,23,24.5,15.49,996.3,1772.7,776.4,0.438,457.8,0.11,0.63,938,0.21,3811,0.16,66091,"--------","-------",1663,11895,0,1906.4,2109.1,202.7,0.096,284.2,0,0.307,1811,0.689,10162,0.003,50000,"--------","-------",7586,7734,131.8
"806",806,"Porites",4,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",44927,378.4,22.9,24.5,15.49,1105.5,1920,814.6,0.424,527.8,0.18,0.56,886,0.26,2559,0.18,51683,"--------","-------",1420,10577,0,2000.8,2176.4,175.6,0.081,422.3,0.01,0.346,1888,0.65,10064,0.004,50000,"--------","-------",7224,7388,138.4
"807",807,"Porites",4,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",44943,492,23,24.5,15.48,857.9,1588.6,730.6,0.46,429,0.13,0.52,666,0.34,2557,0.14,63769,"--------","-------",1420,10301,0,1927.3,2102.2,174.9,0.083,284.6,0,0.275,1753,0.721,11553,0.004,50000,"--------","-------",8845,9008,113.1
"808",808,"Porites",4,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",44954,485.7,23,24.5,15.48,902.4,1649.9,747.6,0.453,455.7,0.14,0.52,797,0.3,2308,0.18,50000,"--------","-------",1347,10097,0,2050.7,2172.4,121.7,0.056,411.3,0.01,0.213,1802,0.785,9697,0.002,50000,"--------","-------",8015,8119,124.8
"809",809,"Porites",4,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",44963,496.5,23,24.5,15.48,861.8,1597.7,735.9,0.461,421.3,0.12,0.64,854,0.23,3771,0.13,71927,"--------","-------",1618,10959,0,1934.3,2127,192.7,0.091,296.8,0,0.265,1775,0.732,10333,0.004,50000,"--------","-------",8058,8209,124.1
"810",810,"Leptoseris",2,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",45021,347.5,23.4,24.4,15.46,1128.7,1897.6,768.9,0.405,490.8,0.02,0.64,1076,0.17,3289,0.2,53692,"--------","-------",1532,11805,0,2006.1,2151.8,145.7,0.068,272.7,0,0.215,1641,0.781,14898,0.004,50000,"--------","-------",12036,12197,83.1
"811",811,"Leptoseris",2,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",45030,478.2,23.4,24.5,15.46,947.5,1590.5,642.9,0.404,430.5,0.06,0.59,994,0.21,2823,0.19,55279,"--------","-------",1474,11911,0,1728,1901.9,173.8,0.091,220.2,0,0.269,1644,0.726,12902,0.005,50000,"--------","-------",9860,10077,101.4
"812",812,"Leptoseris",2,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",45037,334.8,23.4,24.6,15.46,967.4,1642.5,675.1,0.411,442.1,0,0.72,1072,0.14,7271,0.14,75500,"--------","-------",2067,12548,0,1777.9,1965.2,187.3,0.095,242.3,0.11,0.215,1433,0.744,14536,0.041,50000,"--------","-------",11601,13188,86.2
"813",813,"Leptoseris",2,45,"Jpn Gdn",20220714.03,"PM","7/14/2022",45045,234.3,23.4,24.7,15.47,1131.5,1964.9,833.4,0.424,562.4,0.03,0.66,1041,0.14,2928,0.19,50000,"--------","-------",1379,10687,0,2165,2213.6,48.6,0.022,258.2,0,0.704,38,0.29,14022,0.005,50000,"--------","-------",4121,4364,242.7
"814",814,"Leptoseris",2,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45054,260.5,23.4,24.7,15.46,1020.5,1764.5,744,0.422,509.4,0.04,0.72,1059,0.13,6634,0.15,71598,"--------","-------",1922,12651,0,1997.3,2150.9,153.7,0.071,275.4,0.01,0.18,1498,0.815,16078,0.005,50000,"--------","-------",13441,13614,74.4
"815",815,"Leptoseris",3,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45088,182.3,23.5,24.5,15.45,1220,2075.1,855.2,0.412,507.5,0,0.71,1133,0.12,6288,0.17,55990,"--------","-------",1866,11106,0,2145.3,2216.7,71.4,0.032,311.7,0.15,0.754,45,0.241,12532,0.005,50000,"--------","-------",3071,3323,325.6
"816",816,"Leptoseris",3,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45097,280.3,23.5,24.5,15.45,1159.2,1970.3,811,0.412,436.2,0,0.64,1028,0.16,3626,0.19,55903,"--------","-------",1559,12111,0,2165.3,2214.4,49.1,0.022,214.3,0.01,0.721,37,0.273,13438,0.006,50000,"--------","-------",3719,3976,268.9
"817",817,"Leptoseris",3,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45104,196.2,23.5,24.6,15.45,1298.4,2119.6,821.2,0.387,573,0,0.65,1168,0.14,3353,0.21,51319,"--------","-------",1544,12020,0,2144.9,2195.4,50.5,0.023,957,0.42,0.064,116,0.935,13972,0.001,50000,"--------","-------",13082,13128,76.4
"818",818,"Leptoseris",3,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45115,292.1,23.5,24.6,15.45,1033.1,1794,760.9,0.424,468.8,0,0.68,944,0.15,3483,0.17,52388,"--------","-------",1405,9995,0,2024.4,2149,124.7,0.058,284.9,0,0.157,1487,0.839,15890,0.004,50000,"--------","-------",13624,13772,73.4
"819",819,"Leptoseris",3,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45123,204.5,23.6,24.5,15.44,1439.5,2178.5,739,0.339,694.2,0.13,0.41,1322,0.36,1762,0.24,51592,"--------","-------",1529,13411,0,2030.3,2199.9,169.5,0.077,4599.5,0.62,0.537,755,0.431,14769,0.032,50000,"--------","-------",6999,8391,142.9
"820",820,"Leptoseris",4,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45156,343.8,23.5,24.5,15.44,987.9,1633.8,645.8,0.395,374.6,0,0.6,1199,0.21,4731,0.19,50000,"--------","-------",2102,11162,0,1697.1,1870.8,173.7,0.093,238.3,0.14,0.234,1448,0.73,14093,0.036,50000,"--------","-------",11021,12428,90.7
"821",821,"Leptoseris",4,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45164,253.6,23.5,24.5,15.43,552,1039,487,0.469,338.4,0.15,0.64,792,0.23,4793,0.13,62438,"--------","-------",1833,9865,0,1362.2,1535.9,173.7,0.113,166.8,0.06,0.268,1375,0.722,19179,0.01,50000,"--------","-------",14363,14731,69.6
"822",822,"Leptoseris",4,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45174,177.8,23.6,24.5,15.43,1271.3,2045.7,774.4,0.379,439.7,0,0.65,1154,0.17,4981,0.18,60485,"--------","-------",1925,12461,0,1978.2,2179.8,201.6,0.093,430.9,0,0.38,1613,0.615,15867,0.005,50000,"--------","-------",10422,10635,96
"823",823,"Leptoseris",4,45,"Jpn Gdn",20220714.04,"PM","7/14/2022",45184,280.3,23.6,24.6,15.43,1213.1,1991.8,778.7,0.391,412.3,0,0.66,1168,0.15,4556,0.2,50000,"--------","-------",1784,11327,0,2096.2,2228,131.8,0.059,253.8,0,0.748,38,0.247,12158,0.005,50000,"--------","-------",3048,3305,328.1
"824",824,"Leptoseris",4,45,"Jpn Gdn",20220714.05,"PM","7/14/2022",45193,246.6,23.6,24.5,15.43,1195.9,1974.6,778.7,0.394,418.3,0,0.68,1102,0.15,4886,0.17,59863,"--------","-------",1786,11809,0,1937.5,2130.1,192.6,0.09,255,0,0.269,1469,0.724,16844,0.007,50000,"--------","-------",12682,12946,78.9
"825",825,"Porites",5,45,"Jpn Gdn",20220714.05,"PM","7/14/2022",45232,603.7,23.6,24.4,15.42,1109.5,1905.5,796,0.418,527.6,0.15,0.65,929,0.18,3997,0.17,56162,"--------","-------",1589,10802,0,2109.9,2214.8,104.9,0.047,340.3,0.24,0.774,42,0.226,7854,0,69380,"--------","-------",1807,1814,553.4
"826",826,"Porites",5,45,"Jpn Gdn",20220714.05,"PM","7/14/2022",45240,422.6,23.7,24.4,15.42,1075.5,1913,837.5,0.438,516.4,0.1,0.66,842,0.2,3694,0.13,66256,"--------","-------",1511,10242,0,1978,2162.3,184.3,0.085,346.5,0,0.287,1595,0.709,11536,0.004,50000,"--------","-------",8671,8819,115.3
"827",827,"Porites",5,45,"Jpn Gdn",20220714.05,"PM","7/14/2022",45248,587.8,23.7,24.4,15.41,984.7,1699.2,714.4,0.42,468.6,0.1,0.61,803,0.24,3017,0.15,63569,"--------","-------",1421,10861,0,1779.3,1989.3,210,0.106,235.6,0,0.333,1443,0.662,11687,0.005,50000,"--------","-------",8257,8447,121.1
