"","Coral","PIC","Prevalence","SITE","DEPTH","Site_Depth"
"3545","Lobophyllia","MKN9153",0,"IUI-N","35","IUI-N_35"
"3546","Madracis","MKN9153",0,"IUI-N","35","IUI-N_35"
"3547","Merulina","MKN9153",0,"IUI-N","35","IUI-N_35"
"3548","Montipora","MKN9153",10,"IUI-N","35","IUI-N_35"
"3549","Mycedium","MKN9153",0,"IUI-N","35","IUI-N_35"
"3550","Oxypora","MKN9153",0,"IUI-N","35","IUI-N_35"
"3551","Pachyseris","MKN9153",5,"IUI-N","35","IUI-N_35"
"3552","Paramontastraea","MKN9153",0,"IUI-N","35","IUI-N_35"
"3553","Pavona","MKN9153",0,"IUI-N","35","IUI-N_35"
"3554","Platygyra","MKN9153",3,"IUI-N","35","IUI-N_35"
"3555","Plerogyra","MKN9153",0,"IUI-N","35","IUI-N_35"
"3556","Pocillopora","MKN9153",0,"IUI-N","35","IUI-N_35"
"3557","Podbacia","MKN9153",0,"IUI-N","35","IUI-N_35"
"3558","Porites","MKN9153",1,"IUI-N","35","IUI-N_35"
"3559","Psammocora","MKN9153",0,"IUI-N","35","IUI-N_35"
"3560","Sclerophyllia","MKN9153",0,"IUI-N","35","IUI-N_35"
"3561","Seriatopora","MKN9153",0,"IUI-N","35","IUI-N_35"
"3562","Siderastrea","MKN9153",0,"IUI-N","35","IUI-N_35"
"3563","Stylophora","MKN9153",2,"IUI-N","35","IUI-N_35"
"3564","Turbinaria","MKN9153",2,"IUI-N","35","IUI-N_35"
"3565","Acanthastrea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3566","Acropora","MKN9154",10,"IUI-N","35","IUI-N_35"
"3567","Alveopora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3568","Astrea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3569","Astreopora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3570","Blastomussa","MKN9154",0,"IUI-N","35","IUI-N_35"
"3571","Coscinaraea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3572","Cynarina","MKN9154",0,"IUI-N","35","IUI-N_35"
"3573","Cyphastrea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3574","Dipsastraea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3575","Echinophyllia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3576","Echinopora","MKN9154",1,"IUI-N","35","IUI-N_35"
"3577","Erythrastrea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3578","Euphyllia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3579","Favites","MKN9154",0,"IUI-N","35","IUI-N_35"
"3580","Fungia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3581","Galaxea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3582","Goniastrea","MKN9154",1,"IUI-N","35","IUI-N_35"
"3583","Goniopora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3584","Gyrosmilia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3585","HC","MKN9154",8,"IUI-N","35","IUI-N_35"
"3586","Hydnophora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3587","Leptastrea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3588","Leptoseris","MKN9154",0,"IUI-N","35","IUI-N_35"
"3589","Lobophyllia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3590","Madracis","MKN9154",0,"IUI-N","35","IUI-N_35"
"3591","Merulina","MKN9154",0,"IUI-N","35","IUI-N_35"
"3592","Montipora","MKN9154",3,"IUI-N","35","IUI-N_35"
"3593","Mycedium","MKN9154",3,"IUI-N","35","IUI-N_35"
"3594","Oxypora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3595","Pachyseris","MKN9154",0,"IUI-N","35","IUI-N_35"
"3596","Paramontastraea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3597","Pavona","MKN9154",0,"IUI-N","35","IUI-N_35"
"3598","Platygyra","MKN9154",0,"IUI-N","35","IUI-N_35"
"3599","Plerogyra","MKN9154",0,"IUI-N","35","IUI-N_35"
"3600","Pocillopora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3601","Podbacia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3602","Porites","MKN9154",6,"IUI-N","35","IUI-N_35"
"3603","Psammocora","MKN9154",2,"IUI-N","35","IUI-N_35"
"3604","Sclerophyllia","MKN9154",0,"IUI-N","35","IUI-N_35"
"3605","Seriatopora","MKN9154",0,"IUI-N","35","IUI-N_35"
"3606","Siderastrea","MKN9154",0,"IUI-N","35","IUI-N_35"
"3607","Stylophora","MKN9154",1,"IUI-N","35","IUI-N_35"
"3608","Turbinaria","MKN9154",0,"IUI-N","35","IUI-N_35"
"3609","Acanthastrea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3610","Acropora","MKN9155",7,"IUI-N","35","IUI-N_35"
"3611","Alveopora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3612","Astrea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3613","Astreopora","MKN9155",1,"IUI-N","35","IUI-N_35"
"3614","Blastomussa","MKN9155",0,"IUI-N","35","IUI-N_35"
"3615","Coscinaraea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3616","Cynarina","MKN9155",0,"IUI-N","35","IUI-N_35"
"3617","Cyphastrea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3618","Dipsastraea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3619","Echinophyllia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3620","Echinopora","MKN9155",5,"IUI-N","35","IUI-N_35"
"3621","Erythrastrea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3622","Euphyllia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3623","Favites","MKN9155",0,"IUI-N","35","IUI-N_35"
"3624","Fungia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3625","Galaxea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3626","Goniastrea","MKN9155",4,"IUI-N","35","IUI-N_35"
"3627","Goniopora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3628","Gyrosmilia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3629","HC","MKN9155",7,"IUI-N","35","IUI-N_35"
"3630","Hydnophora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3631","Leptastrea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3632","Leptoseris","MKN9155",3,"IUI-N","35","IUI-N_35"
"3633","Lobophyllia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3634","Madracis","MKN9155",0,"IUI-N","35","IUI-N_35"
"3635","Merulina","MKN9155",0,"IUI-N","35","IUI-N_35"
"3636","Montipora","MKN9155",8,"IUI-N","35","IUI-N_35"
"3637","Mycedium","MKN9155",0,"IUI-N","35","IUI-N_35"
"3638","Oxypora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3639","Pachyseris","MKN9155",0,"IUI-N","35","IUI-N_35"
"3640","Paramontastraea","MKN9155",1,"IUI-N","35","IUI-N_35"
"3641","Pavona","MKN9155",0,"IUI-N","35","IUI-N_35"
"3642","Platygyra","MKN9155",0,"IUI-N","35","IUI-N_35"
"3643","Plerogyra","MKN9155",0,"IUI-N","35","IUI-N_35"
"3644","Pocillopora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3645","Podbacia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3646","Porites","MKN9155",2,"IUI-N","35","IUI-N_35"
"3647","Psammocora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3648","Sclerophyllia","MKN9155",0,"IUI-N","35","IUI-N_35"
"3649","Seriatopora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3650","Siderastrea","MKN9155",0,"IUI-N","35","IUI-N_35"
"3651","Stylophora","MKN9155",0,"IUI-N","35","IUI-N_35"
"3652","Turbinaria","MKN9155",0,"IUI-N","35","IUI-N_35"
"3653","Acanthastrea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3654","Acropora","MKN9156",5,"IUI-N","35","IUI-N_35"
"3655","Alveopora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3656","Astrea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3657","Astreopora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3658","Blastomussa","MKN9156",0,"IUI-N","35","IUI-N_35"
"3659","Coscinaraea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3660","Cynarina","MKN9156",0,"IUI-N","35","IUI-N_35"
"3661","Cyphastrea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3662","Dipsastraea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3663","Echinophyllia","MKN9156",0,"IUI-N","35","IUI-N_35"
"3664","Echinopora","MKN9156",5,"IUI-N","35","IUI-N_35"
"3665","Erythrastrea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3666","Euphyllia","MKN9156",0,"IUI-N","35","IUI-N_35"
"3667","Favites","MKN9156",0,"IUI-N","35","IUI-N_35"
"3668","Fungia","MKN9156",0,"IUI-N","35","IUI-N_35"
"3669","Galaxea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3670","Goniastrea","MKN9156",1,"IUI-N","35","IUI-N_35"
"3671","Goniopora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3672","Gyrosmilia","MKN9156",0,"IUI-N","35","IUI-N_35"
"3673","HC","MKN9156",1,"IUI-N","35","IUI-N_35"
"3674","Hydnophora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3675","Leptastrea","MKN9156",1,"IUI-N","35","IUI-N_35"
"3676","Leptoseris","MKN9156",0,"IUI-N","35","IUI-N_35"
"3677","Lobophyllia","MKN9156",1,"IUI-N","35","IUI-N_35"
"3678","Madracis","MKN9156",0,"IUI-N","35","IUI-N_35"
"3679","Merulina","MKN9156",0,"IUI-N","35","IUI-N_35"
"3680","Montipora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3681","Mycedium","MKN9156",0,"IUI-N","35","IUI-N_35"
"3682","Oxypora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3683","Pachyseris","MKN9156",0,"IUI-N","35","IUI-N_35"
"3684","Paramontastraea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3685","Pavona","MKN9156",0,"IUI-N","35","IUI-N_35"
"3686","Platygyra","MKN9156",0,"IUI-N","35","IUI-N_35"
"3687","Plerogyra","MKN9156",0,"IUI-N","35","IUI-N_35"
"3688","Pocillopora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3689","Podbacia","MKN9156",0,"IUI-N","35","IUI-N_35"
"3690","Porites","MKN9156",0,"IUI-N","35","IUI-N_35"
"3691","Psammocora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3692","Sclerophyllia","MKN9156",0,"IUI-N","35","IUI-N_35"
"3693","Seriatopora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3694","Siderastrea","MKN9156",0,"IUI-N","35","IUI-N_35"
"3695","Stylophora","MKN9156",0,"IUI-N","35","IUI-N_35"
"3696","Turbinaria","MKN9156",0,"IUI-N","35","IUI-N_35"
"3697","Acanthastrea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3698","Acropora","MKN9157",3,"IUI-N","35","IUI-N_35"
"3699","Alveopora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3700","Astrea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3701","Astreopora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3702","Blastomussa","MKN9157",0,"IUI-N","35","IUI-N_35"
"3703","Coscinaraea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3704","Cynarina","MKN9157",0,"IUI-N","35","IUI-N_35"
"3705","Cyphastrea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3706","Dipsastraea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3707","Echinophyllia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3708","Echinopora","MKN9157",4,"IUI-N","35","IUI-N_35"
"3709","Erythrastrea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3710","Euphyllia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3711","Favites","MKN9157",0,"IUI-N","35","IUI-N_35"
"3712","Fungia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3713","Galaxea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3714","Goniastrea","MKN9157",1,"IUI-N","35","IUI-N_35"
"3715","Goniopora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3716","Gyrosmilia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3717","HC","MKN9157",2,"IUI-N","35","IUI-N_35"
"3718","Hydnophora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3719","Leptastrea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3720","Leptoseris","MKN9157",0,"IUI-N","35","IUI-N_35"
"3721","Lobophyllia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3722","Madracis","MKN9157",0,"IUI-N","35","IUI-N_35"
"3723","Merulina","MKN9157",0,"IUI-N","35","IUI-N_35"
"3724","Montipora","MKN9157",15,"IUI-N","35","IUI-N_35"
"3725","Mycedium","MKN9157",1,"IUI-N","35","IUI-N_35"
"3726","Oxypora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3727","Pachyseris","MKN9157",0,"IUI-N","35","IUI-N_35"
"3728","Paramontastraea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3729","Pavona","MKN9157",0,"IUI-N","35","IUI-N_35"
"3730","Platygyra","MKN9157",0,"IUI-N","35","IUI-N_35"
"3731","Plerogyra","MKN9157",0,"IUI-N","35","IUI-N_35"
"3732","Pocillopora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3733","Podbacia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3734","Porites","MKN9157",0,"IUI-N","35","IUI-N_35"
"3735","Psammocora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3736","Sclerophyllia","MKN9157",0,"IUI-N","35","IUI-N_35"
"3737","Seriatopora","MKN9157",0,"IUI-N","35","IUI-N_35"
"3738","Siderastrea","MKN9157",0,"IUI-N","35","IUI-N_35"
"3739","Stylophora","MKN9157",3,"IUI-N","35","IUI-N_35"
"3740","Turbinaria","MKN9157",0,"IUI-N","35","IUI-N_35"
"3741","Acanthastrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3742","Acropora","MKN9158",2,"IUI-N","35","IUI-N_35"
"3743","Alveopora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3744","Astrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3745","Astreopora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3746","Blastomussa","MKN9158",0,"IUI-N","35","IUI-N_35"
"3747","Coscinaraea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3748","Cynarina","MKN9158",0,"IUI-N","35","IUI-N_35"
"3749","Cyphastrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3750","Dipsastraea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3751","Echinophyllia","MKN9158",0,"IUI-N","35","IUI-N_35"
"3752","Echinopora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3753","Erythrastrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3754","Euphyllia","MKN9158",0,"IUI-N","35","IUI-N_35"
"3755","Favites","MKN9158",0,"IUI-N","35","IUI-N_35"
"3756","Fungia","MKN9158",2,"IUI-N","35","IUI-N_35"
"3757","Galaxea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3758","Goniastrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3759","Goniopora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3760","Gyrosmilia","MKN9158",0,"IUI-N","35","IUI-N_35"
"3761","HC","MKN9158",2,"IUI-N","35","IUI-N_35"
"3762","Hydnophora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3763","Leptastrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3764","Leptoseris","MKN9158",0,"IUI-N","35","IUI-N_35"
"3765","Lobophyllia","MKN9158",0,"IUI-N","35","IUI-N_35"
"3766","Madracis","MKN9158",0,"IUI-N","35","IUI-N_35"
"3767","Merulina","MKN9158",0,"IUI-N","35","IUI-N_35"
"3768","Montipora","MKN9158",12,"IUI-N","35","IUI-N_35"
"3769","Mycedium","MKN9158",0,"IUI-N","35","IUI-N_35"
"3770","Oxypora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3771","Pachyseris","MKN9158",0,"IUI-N","35","IUI-N_35"
"3772","Paramontastraea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3773","Pavona","MKN9158",0,"IUI-N","35","IUI-N_35"
"3774","Platygyra","MKN9158",0,"IUI-N","35","IUI-N_35"
"3775","Plerogyra","MKN9158",0,"IUI-N","35","IUI-N_35"
"3776","Pocillopora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3777","Podbacia","MKN9158",0,"IUI-N","35","IUI-N_35"
"3778","Porites","MKN9158",1,"IUI-N","35","IUI-N_35"
"3779","Psammocora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3780","Sclerophyllia","MKN9158",0,"IUI-N","35","IUI-N_35"
"3781","Seriatopora","MKN9158",0,"IUI-N","35","IUI-N_35"
"3782","Siderastrea","MKN9158",0,"IUI-N","35","IUI-N_35"
"3783","Stylophora","MKN9158",1,"IUI-N","35","IUI-N_35"
"3784","Turbinaria","MKN9158",0,"IUI-N","35","IUI-N_35"
"3785","Acanthastrea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3786","Acropora","MKN9159",2,"IUI-N","25","IUI-N_25"
"3787","Alveopora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3788","Astrea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3789","Astreopora","MKN9159",1,"IUI-N","25","IUI-N_25"
"3790","Blastomussa","MKN9159",0,"IUI-N","25","IUI-N_25"
"3791","Coscinaraea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3792","Cynarina","MKN9159",0,"IUI-N","25","IUI-N_25"
"3793","Cyphastrea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3794","Dipsastraea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3795","Echinophyllia","MKN9159",0,"IUI-N","25","IUI-N_25"
"3796","Echinopora","MKN9159",1,"IUI-N","25","IUI-N_25"
"3797","Erythrastrea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3798","Euphyllia","MKN9159",0,"IUI-N","25","IUI-N_25"
"3799","Favites","MKN9159",0,"IUI-N","25","IUI-N_25"
"3800","Fungia","MKN9159",0,"IUI-N","25","IUI-N_25"
"3801","Galaxea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3802","Goniastrea","MKN9159",1,"IUI-N","25","IUI-N_25"
"3803","Goniopora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3804","Gyrosmilia","MKN9159",0,"IUI-N","25","IUI-N_25"
"3805","HC","MKN9159",3,"IUI-N","25","IUI-N_25"
"3806","Hydnophora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3807","Leptastrea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3808","Leptoseris","MKN9159",0,"IUI-N","25","IUI-N_25"
"3809","Lobophyllia","MKN9159",1,"IUI-N","25","IUI-N_25"
"3810","Madracis","MKN9159",0,"IUI-N","25","IUI-N_25"
"3811","Merulina","MKN9159",0,"IUI-N","25","IUI-N_25"
"3812","Montipora","MKN9159",15,"IUI-N","25","IUI-N_25"
"3813","Mycedium","MKN9159",0,"IUI-N","25","IUI-N_25"
"3814","Oxypora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3815","Pachyseris","MKN9159",0,"IUI-N","25","IUI-N_25"
"3816","Paramontastraea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3817","Pavona","MKN9159",0,"IUI-N","25","IUI-N_25"
"3818","Platygyra","MKN9159",0,"IUI-N","25","IUI-N_25"
"3819","Plerogyra","MKN9159",0,"IUI-N","25","IUI-N_25"
"3820","Pocillopora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3821","Podbacia","MKN9159",0,"IUI-N","25","IUI-N_25"
"3822","Porites","MKN9159",2,"IUI-N","25","IUI-N_25"
"3823","Psammocora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3824","Sclerophyllia","MKN9159",0,"IUI-N","25","IUI-N_25"
"3825","Seriatopora","MKN9159",0,"IUI-N","25","IUI-N_25"
"3826","Siderastrea","MKN9159",0,"IUI-N","25","IUI-N_25"
"3827","Stylophora","MKN9159",1,"IUI-N","25","IUI-N_25"
"3828","Turbinaria","MKN9159",0,"IUI-N","25","IUI-N_25"
"3829","Acanthastrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3830","Acropora","MKN9160",6,"IUI-N","25","IUI-N_25"
"3831","Alveopora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3832","Astrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3833","Astreopora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3834","Blastomussa","MKN9160",0,"IUI-N","25","IUI-N_25"
"3835","Coscinaraea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3836","Cynarina","MKN9160",0,"IUI-N","25","IUI-N_25"
"3837","Cyphastrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3838","Dipsastraea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3839","Echinophyllia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3840","Echinopora","MKN9160",1,"IUI-N","25","IUI-N_25"
"3841","Erythrastrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3842","Euphyllia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3843","Favites","MKN9160",0,"IUI-N","25","IUI-N_25"
"3844","Fungia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3845","Galaxea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3846","Goniastrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3847","Goniopora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3848","Gyrosmilia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3849","HC","MKN9160",5,"IUI-N","25","IUI-N_25"
"3850","Hydnophora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3851","Leptastrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3852","Leptoseris","MKN9160",0,"IUI-N","25","IUI-N_25"
"3853","Lobophyllia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3854","Madracis","MKN9160",0,"IUI-N","25","IUI-N_25"
"3855","Merulina","MKN9160",0,"IUI-N","25","IUI-N_25"
"3856","Montipora","MKN9160",7,"IUI-N","25","IUI-N_25"
"3857","Mycedium","MKN9160",0,"IUI-N","25","IUI-N_25"
"3858","Oxypora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3859","Pachyseris","MKN9160",0,"IUI-N","25","IUI-N_25"
"3860","Paramontastraea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3861","Pavona","MKN9160",0,"IUI-N","25","IUI-N_25"
"3862","Platygyra","MKN9160",0,"IUI-N","25","IUI-N_25"
"3863","Plerogyra","MKN9160",0,"IUI-N","25","IUI-N_25"
"3864","Pocillopora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3865","Podbacia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3866","Porites","MKN9160",1,"IUI-N","25","IUI-N_25"
"3867","Psammocora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3868","Sclerophyllia","MKN9160",0,"IUI-N","25","IUI-N_25"
"3869","Seriatopora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3870","Siderastrea","MKN9160",0,"IUI-N","25","IUI-N_25"
"3871","Stylophora","MKN9160",0,"IUI-N","25","IUI-N_25"
"3872","Turbinaria","MKN9160",0,"IUI-N","25","IUI-N_25"
"3873","Acanthastrea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3874","Acropora","MKN9161",6,"IUI-N","25","IUI-N_25"
"3875","Alveopora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3876","Astrea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3877","Astreopora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3878","Blastomussa","MKN9161",0,"IUI-N","25","IUI-N_25"
"3879","Coscinaraea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3880","Cynarina","MKN9161",0,"IUI-N","25","IUI-N_25"
"3881","Cyphastrea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3882","Dipsastraea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3883","Echinophyllia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3884","Echinopora","MKN9161",1,"IUI-N","25","IUI-N_25"
"3885","Erythrastrea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3886","Euphyllia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3887","Favites","MKN9161",0,"IUI-N","25","IUI-N_25"
"3888","Fungia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3889","Galaxea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3890","Goniastrea","MKN9161",1,"IUI-N","25","IUI-N_25"
"3891","Goniopora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3892","Gyrosmilia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3893","HC","MKN9161",5,"IUI-N","25","IUI-N_25"
"3894","Hydnophora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3895","Leptastrea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3896","Leptoseris","MKN9161",0,"IUI-N","25","IUI-N_25"
"3897","Lobophyllia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3898","Madracis","MKN9161",0,"IUI-N","25","IUI-N_25"
"3899","Merulina","MKN9161",0,"IUI-N","25","IUI-N_25"
"3900","Montipora","MKN9161",9,"IUI-N","25","IUI-N_25"
"3901","Mycedium","MKN9161",0,"IUI-N","25","IUI-N_25"
"3902","Oxypora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3903","Pachyseris","MKN9161",0,"IUI-N","25","IUI-N_25"
"3904","Paramontastraea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3905","Pavona","MKN9161",0,"IUI-N","25","IUI-N_25"
"3906","Platygyra","MKN9161",0,"IUI-N","25","IUI-N_25"
"3907","Plerogyra","MKN9161",0,"IUI-N","25","IUI-N_25"
"3908","Pocillopora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3909","Podbacia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3910","Porites","MKN9161",2,"IUI-N","25","IUI-N_25"
"3911","Psammocora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3912","Sclerophyllia","MKN9161",0,"IUI-N","25","IUI-N_25"
"3913","Seriatopora","MKN9161",0,"IUI-N","25","IUI-N_25"
"3914","Siderastrea","MKN9161",0,"IUI-N","25","IUI-N_25"
"3915","Stylophora","MKN9161",1,"IUI-N","25","IUI-N_25"
"3916","Turbinaria","MKN9161",0,"IUI-N","25","IUI-N_25"
"3917","Acanthastrea","MKN9162",0,"IUI-N","25","IUI-N_25"
"3918","Acropora","MKN9162",4,"IUI-N","25","IUI-N_25"
"3919","Alveopora","MKN9162",0,"IUI-N","25","IUI-N_25"
"3920","Astrea","MKN9162",0,"IUI-N","25","IUI-N_25"
"3921","Astreopora","MKN9162",0,"IUI-N","25","IUI-N_25"
"3922","Blastomussa","MKN9162",0,"IUI-N","25","IUI-N_25"
"3923","Coscinaraea","MKN9162",0,"IUI-N","25","IUI-N_25"
"3924","Cynarina","MKN9162",0,"IUI-N","25","IUI-N_25"
"3925","Cyphastrea","MKN9162",0,"IUI-N","25","IUI-N_25"
"3926","Dipsastraea","MKN9162",0,"IUI-N","25","IUI-N_25"
"3927","Echinophyllia","MKN9162",0,"IUI-N","25","IUI-N_25"
